Season,DayNum,WinnerTeamID,WinnerScore,LoserTeamID,LoserScore,WinnerLocation,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,EstimatedPossessions,GameDateLabel
2026,94,1294,88,1451,74,A,0,35,59,11,24,7,10,6,25,20,9,3,7,18,26,63,2,17,20,24,9,19,8,6,6,0,12,69.075,2026-Day094
2026,94,1312,81,1262,56,H,0,33,68,7,27,8,13,11,29,20,5,10,6,16,18,59,3,19,17,28,14,25,3,14,2,2,10,70.2375,2026-Day094
2026,94,1315,76,1303,73,H,0,23,60,5,26,25,38,12,24,9,3,3,4,18,25,60,9,27,14,22,13,27,10,11,1,2,26,68.75,2026-Day094
2026,94,1316,81,1480,73,A,0,29,59,10,26,13,18,6,37,11,15,2,3,14,27,81,7,31,12,17,16,25,11,2,13,8,13,75.8125,2026-Day094
2026,94,1319,79,1226,73,A,0,29,49,10,20,11,15,2,16,15,5,3,1,18,27,50,7,20,12,16,5,20,16,7,4,3,16,59.3625,2026-Day094
2026,94,1326,82,1268,62,A,0,28,49,8,17,18,30,7,15,17,8,5,3,16,23,50,8,26,8,15,9,16,11,16,3,4,24,64.1875,2026-Day094
2026,94,1346,75,1145,60,H,0,22,54,10,27,21,29,10,26,11,15,8,3,16,18,56,9,20,15,23,9,21,11,14,7,5,21,72.35,2026-Day094
2026,94,1359,78,1154,64,H,0,25,49,10,22,18,26,6,23,15,8,6,3,14,26,61,5,21,7,15,10,20,10,11,6,2,20,66.2375,2026-Day094
2026,94,1369,82,1287,70,H,0,29,57,9,20,15,22,11,19,11,13,7,6,15,27,54,5,14,11,14,6,19,10,13,6,3,22,68.55000000000001,2026-Day094
2026,94,1373,79,1233,72,H,0,32,61,5,20,10,11,11,23,16,12,10,3,10,28,61,14,31,2,4,8,14,16,12,8,3,14,67.0625,2026-Day094
2026,94,1389,80,1264,75,A,0,29,67,7,23,15,18,17,19,22,4,5,5,21,24,55,6,22,21,26,12,21,16,10,1,3,16,63.949999999999996,2026-Day094
2026,94,1398,77,1183,68,H,0,26,56,4,17,21,27,5,18,15,6,10,2,16,26,51,6,17,10,15,5,25,9,16,4,1,19,69.475,2026-Day094
2026,94,1399,97,1442,72,H,0,34,57,16,27,13,17,11,20,22,6,6,2,11,25,54,9,20,13,16,8,12,11,9,3,1,15,61.337500000000006,2026-Day094
2026,94,1404,76,1475,54,H,0,28,62,11,29,9,17,20,30,17,13,7,7,21,16,57,7,25,15,22,13,17,8,8,10,3,19,62.7625,2026-Day094
2026,94,1413,85,1364,75,H,0,26,50,10,18,23,26,5,15,18,9,7,4,20,27,55,5,16,16,21,12,17,13,12,5,1,18,65.6625,2026-Day094
2026,94,1414,78,1167,62,H,0,29,70,2,15,18,31,15,25,17,6,11,9,15,22,62,3,11,15,16,11,29,12,19,3,7,26,76.6625,2026-Day094
2026,94,1420,79,1127,62,H,0,28,64,9,26,14,19,9,29,14,3,4,1,10,21,52,5,20,15,18,2,30,9,8,3,2,13,66.7875,2026-Day094
2026,94,1430,68,1101,55,H,0,26,51,5,15,11,21,10,23,20,18,14,9,15,19,50,10,18,7,15,8,18,17,18,11,4,20,68.05,2026-Day094
2026,94,1447,79,1478,78,H,0,28,52,7,17,16,20,6,19,11,13,7,2,17,29,50,5,16,15,20,4,15,17,13,8,2,16,68.5,2026-Day094
2026,94,1452,59,1153,54,A,0,21,48,6,21,11,21,8,21,13,12,5,0,15,20,55,7,23,7,9,11,22,11,12,4,5,17,61.125,2026-Day094
2026,94,1456,85,1423,78,A,0,28,59,11,23,18,24,10,22,15,10,7,2,16,29,55,11,24,9,16,6,19,17,10,6,2,21,68.5,2026-Day094
2026,94,1465,56,1470,55,H,0,18,59,4,20,16,20,17,24,4,16,4,5,13,25,55,0,9,5,6,2,20,5,12,9,7,16,67.675,2026-Day094
2026,94,1467,87,1291,70,A,0,27,54,12,30,21,25,4,24,17,10,8,6,18,24,56,6,16,16,29,14,25,15,14,3,1,21,70.825,2026-Day094
2026,94,1468,92,1391,71,H,0,36,59,14,25,6,7,5,19,21,6,7,5,16,24,51,13,33,10,14,6,15,18,11,1,0,12,62.9875,2026-Day094
2026,94,1469,87,1426,84,H,2,33,68,7,20,14,20,9,28,10,9,6,7,13,35,79,7,27,7,11,11,23,15,8,6,2,18,79.3625,2026-Day094
2026,94,1471,77,1253,74,H,0,24,55,8,21,21,29,12,28,14,18,7,3,15,25,54,7,19,17,20,1,25,14,11,11,2,22,74.1375,2026-Day094
2026,94,1473,79,1114,74,A,0,28,63,9,17,14,21,13,24,17,11,4,5,13,28,64,5,24,13,18,12,21,12,8,9,5,14,69.76249999999999,2026-Day094
2026,94,1474,93,1239,84,H,0,33,61,8,17,19,26,8,19,11,5,8,2,24,26,51,7,16,25,29,5,22,8,12,5,1,23,71.0625,2026-Day094
2026,94,1479,98,1384,89,H,1,33,68,8,23,24,30,19,20,25,13,7,5,20,32,65,10,23,15,22,9,18,18,15,10,3,26,78.85,2026-Day094
2026,95,1125,68,1227,62,A,0,23,48,13,31,9,16,7,20,19,15,6,6,18,23,54,3,18,13,19,8,16,12,11,9,2,14,64.8125,2026-Day095
2026,95,1172,84,1260,64,H,0,32,57,12,26,8,10,6,16,16,6,8,3,18,23,47,6,16,12,21,10,18,11,14,3,4,15,61.3625,2026-Day095
2026,95,1229,86,1179,76,H,0,31,62,12,27,12,21,8,29,17,10,5,3,18,27,64,8,24,14,20,12,21,18,10,4,2,19,72.7375,2026-Day095
2026,95,1293,91,1356,81,A,0,30,51,11,23,20,26,5,27,11,15,3,2,18,29,65,5,22,18,23,8,16,11,6,8,1,19,73.63749999999999,2026-Day095
2026,95,1320,61,1133,49,H,0,23,52,4,16,11,15,7,22,14,7,8,2,12,14,42,9,23,12,13,3,21,9,15,4,5,15,59.65,2026-Day095
2026,95,1385,81,1163,72,H,0,27,54,5,19,22,31,7,22,16,10,9,3,15,29,53,9,19,5,12,6,19,14,15,6,6,23,69.7125,2026-Day095
2026,95,1433,99,1173,73,H,0,30,64,8,24,31,38,11,33,15,11,11,7,24,24,65,7,19,18,30,11,27,9,16,6,3,28,83.15,2026-Day095
2026,95,1434,70,1191,63,H,1,26,63,6,23,12,15,15,27,10,10,8,5,12,23,60,10,25,7,11,6,15,15,12,7,1,11,68.175,2026-Day095
2026,95,1463,81,1135,69,H,0,26,46,12,25,17,28,4,27,18,10,4,1,13,26,58,9,25,8,9,6,20,16,9,7,1,19,65.2875,2026-Day095
2026,96,1104,96,1120,92,A,0,32,59,12,23,20,23,3,23,17,13,5,7,19,33,71,9,28,17,22,11,19,12,5,9,4,20,77.6875,2026-Day096
2026,96,1111,65,1185,60,H,0,23,59,4,21,15,28,11,28,13,5,4,4,10,25,63,6,22,4,6,8,25,11,6,4,3,22,65.075,2026-Day096
2026,96,1112,84,1329,47,H,0,33,64,2,14,16,25,12,42,17,11,9,5,17,15,61,6,28,11,23,10,24,10,12,6,4,19,74.4,2026-Day096
2026,96,1115,84,1108,77,H,0,28,49,9,17,19,24,9,19,15,15,5,5,13,28,56,10,19,11,13,4,14,11,10,11,2,18,67.2875,2026-Day096
2026,96,1116,88,1280,68,A,0,36,69,8,22,8,12,8,26,22,7,5,9,13,28,61,3,15,9,14,7,23,15,10,3,7,10,72.17500000000001,2026-Day096
2026,96,1117,91,1132,54,H,0,33,64,13,31,12,21,14,30,25,13,11,3,18,18,59,2,24,16,22,7,20,8,12,10,2,16,73.7125,2026-Day096
2026,96,1122,91,1466,62,H,0,36,57,13,22,6,9,6,17,16,7,7,4,11,26,63,3,14,7,9,15,14,7,12,7,3,9,63.275000000000006,2026-Day096
2026,96,1123,73,1419,68,A,0,27,62,5,16,14,18,13,23,10,14,9,1,20,18,48,2,18,30,36,8,24,7,12,10,6,16,70.32499999999999,2026-Day096
2026,96,1126,82,1341,76,H,0,28,64,2,14,24,34,17,33,11,12,4,4,19,27,70,3,21,19,26,11,25,3,7,8,1,26,76.75,2026-Day096
2026,96,1129,91,1307,90,A,0,25,54,15,35,26,27,9,21,15,10,3,4,18,32,62,11,24,15,21,10,20,19,4,5,1,19,66.9,2026-Day096
2026,96,1131,78,1259,69,H,0,26,53,12,30,14,18,11,29,17,18,4,1,8,27,61,8,35,7,12,4,17,8,8,11,3,17,69.625,2026-Day096
2026,96,1136,73,1263,67,H,0,23,50,6,17,21,26,8,27,14,15,4,1,20,21,46,7,22,18,30,2,19,14,11,9,1,21,69.3,2026-Day096
2026,96,1144,79,1299,71,A,0,26,55,8,18,19,26,7,27,13,12,4,2,16,28,61,3,10,12,21,10,21,14,9,10,2,23,71.1625,2026-Day096
2026,96,1146,86,1252,78,A,0,31,67,9,27,15,21,14,25,11,11,8,2,17,25,55,13,33,15,22,9,25,20,15,7,3,22,72.7125,2026-Day096
2026,96,1148,84,1447,67,H,0,27,47,6,11,24,31,7,27,17,10,6,6,12,24,64,9,27,10,14,9,14,13,9,7,0,20,67.6875,2026-Day096
2026,96,1152,63,1481,57,A,0,23,52,5,16,12,15,6,28,9,5,6,1,12,19,46,11,28,8,12,2,21,16,9,2,5,13,58.4125,2026-Day096
2026,96,1154,78,1151,71,A,0,29,58,9,29,11,13,4,23,14,9,10,4,13,28,63,9,29,6,8,9,19,17,12,5,4,12,69.4875,2026-Day096
2026,96,1155,77,1143,55,A,0,27,49,12,26,11,19,4,25,16,8,7,5,15,19,48,4,13,13,15,3,21,7,12,5,0,16,63.075,2026-Day096
2026,96,1157,94,1269,91,H,3,35,82,16,34,8,16,15,35,13,10,4,4,22,35,83,10,26,11,23,21,35,11,12,3,1,20,84.76249999999999,2026-Day096
2026,96,1159,78,1137,59,A,0,28,63,8,24,14,21,9,28,15,9,10,5,22,18,55,3,25,20,27,5,26,11,13,6,3,17,74.4,2026-Day096
2026,96,1160,78,1113,70,H,0,31,61,6,22,10,14,9,25,15,10,4,4,18,23,57,8,23,16,18,8,16,13,9,6,3,17,67.6,2026-Day096
2026,96,1161,65,1363,57,H,0,22,58,6,27,15,20,11,34,14,10,2,4,15,21,60,5,20,10,11,2,23,8,4,6,2,18,66.8625,2026-Day096
2026,96,1164,65,1175,47,H,0,24,51,4,14,13,23,9,25,14,17,8,8,15,14,48,2,12,17,21,8,18,6,16,10,2,19,67.94999999999999,2026-Day096
2026,96,1165,88,1162,67,A,0,30,56,6,19,22,24,10,22,25,9,11,3,19,25,54,8,18,9,17,8,13,16,15,5,4,19,67.73750000000001,2026-Day096
2026,96,1166,69,1371,68,H,0,23,53,13,30,10,12,8,21,14,16,6,5,12,27,54,5,9,9,14,6,21,10,13,9,5,16,67.17500000000001,2026-Day096
2026,96,1168,82,1167,66,H,0,27,64,11,31,17,23,7,24,20,11,7,6,22,24,61,5,22,13,24,13,26,15,16,8,8,22,77.1625,2026-Day096
2026,96,1169,88,1415,74,H,0,35,60,8,13,10,22,5,25,23,11,6,6,13,26,69,10,38,12,13,14,22,11,13,7,4,21,75.3125,2026-Day096
2026,96,1174,89,1292,88,H,1,28,51,14,28,19,21,5,19,13,11,7,1,17,32,65,11,33,13,19,14,15,20,8,7,2,15,67.5,2026-Day096
2026,96,1176,98,1315,79,A,0,35,60,9,25,19,23,12,27,16,8,1,1,20,26,60,3,21,24,28,8,16,6,3,5,2,22,67.6125,2026-Day096
2026,96,1180,82,1189,77,A,0,27,57,11,27,17,24,7,23,15,6,5,0,19,22,54,10,29,23,27,7,27,12,10,2,0,21,68.61250000000001,2026-Day096
2026,96,1182,88,1203,86,H,0,29,60,7,21,23,30,10,16,12,4,8,0,15,28,63,13,35,17,19,18,20,18,15,3,3,19,68.6375,2026-Day096
2026,96,1183,60,1399,54,A,0,21,54,5,13,13,16,7,18,9,7,10,1,16,17,46,3,20,17,20,11,24,8,20,2,0,17,63.05,2026-Day096
2026,96,1184,100,1391,88,H,0,34,63,10,29,22,26,11,20,21,7,7,5,18,29,60,13,27,17,20,8,17,14,11,5,4,17,71.925,2026-Day096
2026,96,1186,72,1286,71,A,0,28,58,7,14,9,11,10,26,6,11,1,2,18,24,58,9,25,14,20,7,17,9,5,8,2,11,64.8625,2026-Day096
2026,96,1188,71,1114,61,A,0,25,55,8,21,13,15,3,34,14,10,3,5,13,23,71,8,21,7,10,14,23,6,7,3,5,14,68.9375,2026-Day096
2026,96,1190,87,1440,70,A,0,32,57,11,26,12,14,10,27,26,17,7,3,17,24,57,11,32,11,16,6,15,14,12,10,0,11,70.625,2026-Day096
2026,96,1192,55,1479,52,H,0,20,47,4,20,11,13,9,23,9,8,5,1,15,21,50,5,19,5,7,5,16,6,6,4,2,16,53.25,2026-Day096
2026,96,1193,63,1265,60,H,0,23,56,7,28,10,13,8,22,12,7,9,5,13,21,55,6,19,12,13,8,25,10,12,2,2,11,63.175,2026-Day096
2026,96,1196,86,1401,67,A,0,31,68,6,23,18,23,16,33,16,10,5,7,19,22,72,9,34,14,19,14,21,14,9,7,3,20,74.475,2026-Day096
2026,96,1199,82,1323,79,A,0,25,65,15,37,17,22,8,25,15,4,5,4,24,27,64,10,31,15,24,11,32,13,11,3,5,19,73.42500000000001,2026-Day096
2026,96,1206,60,1386,52,H,0,23,56,4,16,10,12,8,24,10,8,6,4,9,20,65,10,37,2,4,17,23,14,12,5,5,13,61.8,2026-Day096
2026,96,1208,83,1261,71,A,0,30,59,10,25,13,24,14,19,16,10,8,2,18,23,55,5,23,20,24,14,19,12,13,7,2,14,65.9,2026-Day096
2026,96,1211,81,1333,61,A,0,32,56,3,10,14,16,9,19,20,2,4,3,15,19,43,10,18,13,18,3,12,11,8,1,2,17,56.575,2026-Day096
2026,96,1212,57,1106,47,H,0,17,48,10,31,13,18,5,33,8,12,5,6,14,18,66,6,26,5,10,14,25,8,11,7,4,18,65.65,2026-Day096
2026,96,1214,77,1456,74,H,0,23,55,9,21,22,31,11,23,14,10,7,2,22,25,51,1,15,23,32,4,24,14,12,7,3,25,71.4625,2026-Day096
2026,96,1217,71,1171,58,A,0,24,51,7,23,16,18,4,30,19,9,5,4,13,19,56,8,28,12,13,6,21,13,9,4,0,14,64.8625,2026-Day096
2026,96,1218,72,1471,67,H,0,26,60,5,26,15,23,10,34,10,14,6,7,17,25,59,7,26,10,18,2,24,8,9,9,1,18,74.7375,2026-Day096
2026,96,1219,86,1347,77,H,0,25,61,5,25,31,37,12,25,14,14,12,3,24,25,60,9,33,18,28,12,24,15,19,8,3,28,80.4375,2026-Day096
2026,96,1220,71,1406,49,H,0,25,57,9,20,12,16,10,30,15,6,5,6,15,16,54,6,17,11,19,12,19,9,11,4,4,13,61.3125,2026-Day096
2026,96,1221,76,1250,67,H,0,26,54,5,12,19,23,4,26,12,5,6,2,12,29,58,3,20,6,10,4,23,18,7,4,2,17,65.8375,2026-Day096
2026,96,1222,77,1140,66,A,0,29,61,7,20,12,15,10,23,15,4,4,3,22,21,53,8,22,16,28,11,21,11,6,3,5,18,61.7125,2026-Day096
2026,96,1224,85,1354,57,H,0,26,51,5,12,28,36,7,28,22,16,11,7,19,20,61,7,26,10,19,9,16,8,16,7,8,24,77.0625,2026-Day096
2026,96,1231,78,1458,77,H,1,30,63,5,22,13,15,9,24,13,8,1,9,15,27,71,12,36,11,12,10,19,16,7,5,3,19,71.4125,2026-Day096
2026,96,1235,72,1124,69,H,0,27,54,6,21,12,19,12,21,15,13,6,2,13,26,57,11,31,6,9,8,17,11,9,10,4,16,63.150000000000006,2026-Day096
2026,96,1237,82,1156,74,H,0,30,61,10,23,12,18,7,27,22,13,8,3,24,25,60,8,35,16,22,10,24,16,15,7,2,14,75.5,2026-Day096
2026,96,1238,97,1290,81,A,0,28,67,12,35,29,35,18,26,14,15,3,3,24,29,64,7,19,16,24,8,19,13,9,10,2,27,78.5125,2026-Day096
2026,96,1240,77,1244,58,H,0,25,54,10,26,17,24,6,28,12,10,8,5,14,19,60,7,34,13,19,10,16,8,11,2,3,16,69.7125,2026-Day096
2026,96,1241,73,1405,71,H,0,25,57,8,27,15,17,9,26,14,12,5,6,17,28,57,5,17,10,15,3,17,14,8,8,2,15,68.6,2026-Day096
2026,96,1242,71,1428,59,H,0,28,56,3,18,12,16,6,29,18,10,4,10,15,22,55,5,18,10,16,6,24,10,10,8,5,15,67.1,2026-Day096
2026,96,1246,74,1397,71,H,0,28,56,5,19,13,22,7,20,16,9,8,4,21,23,62,8,21,17,25,19,26,17,11,8,3,20,67.1625,2026-Day096
2026,96,1248,63,1119,60,A,0,21,56,5,20,16,26,12,24,12,11,8,3,14,23,64,7,31,7,9,14,22,11,12,6,4,23,66.8125,2026-Day096
2026,96,1251,79,1283,76,H,0,27,49,7,20,18,28,3,22,22,11,6,5,17,27,56,8,17,14,26,10,21,14,10,5,3,19,69.32499999999999,2026-Day096
2026,96,1254,61,1476,54,H,0,25,56,3,9,8,11,12,19,8,12,5,8,13,19,55,4,21,12,13,11,20,6,10,9,6,12,60.7,2026-Day096
2026,96,1256,87,1358,78,H,0,30,65,1,17,26,35,16,27,17,12,10,5,15,25,57,13,27,15,21,5,19,14,15,9,4,22,77.3,2026-Day096
2026,96,1257,88,1448,80,A,0,27,51,10,25,24,31,6,26,19,11,3,4,20,27,63,8,25,18,25,9,19,17,6,8,2,24,71.3,2026-Day096
2026,96,1258,83,1360,63,H,0,31,56,5,22,16,21,8,25,9,7,2,2,16,25,58,5,21,8,11,7,17,11,7,4,0,22,64.1,2026-Day096
2026,96,1262,89,1107,79,A,0,30,54,7,13,22,31,10,23,13,12,4,1,17,29,58,5,16,16,26,7,16,11,7,10,6,21,70.5375,2026-Day096
2026,96,1264,80,1357,68,H,0,27,61,8,24,18,20,6,28,13,6,7,1,13,24,61,8,30,12,14,8,28,10,11,1,2,17,70.575,2026-Day096
2026,96,1266,70,1139,55,H,0,25,54,14,31,6,10,3,25,16,12,12,2,19,20,61,6,21,9,15,15,26,11,15,9,2,14,67.9375,2026-Day096
2026,96,1270,81,1230,64,H,0,27,49,7,17,20,31,7,15,20,6,12,5,21,19,44,10,22,16,24,13,18,12,21,2,0,21,63.0625,2026-Day096
2026,96,1274,74,1130,68,A,0,28,54,5,15,13,25,9,32,13,13,6,3,11,26,65,9,28,7,10,7,23,11,7,7,3,17,69.8125,2026-Day096
2026,96,1275,90,1267,74,A,0,33,59,8,18,16,21,10,25,15,13,7,2,15,28,70,8,29,10,17,16,16,13,11,9,1,18,72.525,2026-Day096
2026,96,1277,85,1228,82,H,1,29,67,7,24,20,23,14,33,18,8,3,4,19,26,71,10,36,20,24,14,22,13,4,5,5,21,72.1625,2026-Day096
2026,96,1281,78,1376,59,A,0,25,54,7,19,21,30,16,27,16,12,6,6,18,17,55,3,22,22,27,8,16,8,8,7,2,21,66.0375,2026-Day096
2026,96,1285,73,1225,68,H,0,25,52,11,25,12,20,5,28,17,15,9,3,15,25,66,11,34,7,12,9,22,11,12,10,1,20,73.1,2026-Day096
2026,96,1287,61,1404,55,A,0,19,52,7,18,16,18,11,26,10,12,8,1,20,16,62,6,39,17,25,21,20,7,9,10,2,16,61.7125,2026-Day096
2026,96,1288,79,1271,71,H,0,27,59,5,17,20,25,9,23,16,6,4,4,17,25,63,3,17,18,21,11,23,11,9,5,3,17,69.425,2026-Day096
2026,96,1291,83,1233,76,A,0,25,50,11,28,22,30,11,24,15,10,4,2,21,25,59,9,33,17,24,10,17,14,4,5,2,23,63.825,2026-Day096
2026,96,1294,69,1226,61,A,0,28,54,6,17,7,8,6,29,9,12,3,6,14,22,59,6,19,11,16,9,20,10,5,7,3,13,63.2,2026-Day096
2026,96,1295,92,1303,84,H,0,31,62,10,25,20,22,6,19,14,5,5,3,9,30,57,15,31,9,12,6,20,15,10,2,6,19,69.075,2026-Day096
2026,96,1296,75,1209,74,A,0,24,54,11,23,16,22,5,27,15,12,5,1,23,23,57,4,20,24,33,10,25,14,9,5,5,19,71.5625,2026-Day096
2026,96,1297,67,1454,62,H,0,20,49,10,28,17,23,7,22,12,11,7,2,15,24,53,7,19,7,11,5,19,12,11,7,0,18,64.07499999999999,2026-Day096
2026,96,1298,82,1110,73,H,0,28,50,6,13,20,29,7,22,21,9,7,3,12,27,59,12,35,7,11,9,17,14,11,3,0,27,66.0,2026-Day096
2026,96,1301,82,1439,73,H,0,28,54,9,21,17,24,4,24,14,10,10,4,15,27,63,7,25,12,15,10,23,14,14,5,1,19,72.7625,2026-Day096
2026,96,1304,80,1353,68,A,0,30,64,9,27,11,12,8,25,19,6,10,2,15,27,56,7,22,7,12,8,22,14,15,3,4,15,68.2,2026-Day096
2026,96,1305,69,1201,59,H,0,22,57,6,24,19,25,12,28,14,7,7,3,17,19,53,9,29,12,16,5,23,9,8,1,0,19,63.7375,2026-Day096
2026,96,1312,73,1127,64,H,0,24,53,7,22,18,33,9,30,10,5,8,7,20,20,55,5,15,19,24,5,24,12,9,4,0,23,67.5375,2026-Day096
2026,96,1313,75,1300,68,H,0,24,50,6,18,21,27,11,22,8,18,7,1,17,26,55,5,18,11,14,5,16,8,14,9,7,20,70.23750000000001,2026-Day096
2026,96,1314,71,1181,68,H,0,26,55,8,19,11,14,3,22,9,7,5,3,7,28,62,7,19,5,6,7,27,14,8,6,1,15,65.75,2026-Day096
2026,96,1317,81,1427,58,A,0,29,66,4,18,19,23,20,23,19,11,14,1,15,22,53,2,15,12,18,9,18,9,16,9,6,17,68.2375,2026-Day096
2026,96,1328,92,1435,91,A,0,31,58,9,21,21,29,9,20,12,12,7,1,25,27,57,11,24,26,31,10,20,12,13,7,4,23,74.75,2026-Day096
2026,96,1330,78,1325,72,H,0,28,62,6,13,16,18,6,24,15,6,4,4,15,27,58,8,25,10,15,9,22,21,7,3,7,18,66.8375,2026-Day096
2026,96,1334,92,1337,59,A,0,33,62,14,23,12,15,8,35,21,9,8,3,19,20,56,7,19,12,21,4,22,8,12,3,6,13,72.05,2026-Day096
2026,96,1335,61,1343,60,H,0,23,56,5,18,10,15,11,22,12,7,5,6,17,22,54,6,19,10,16,8,23,15,5,1,3,15,58.8625,2026-Day096
2026,96,1339,54,1370,53,H,0,21,57,4,17,8,10,10,22,14,12,10,2,11,18,52,8,29,9,13,7,22,13,13,7,7,15,63.9625,2026-Day096
2026,96,1340,74,1170,73,A,0,25,65,4,20,20,26,17,30,8,10,5,2,21,19,54,10,22,25,30,8,24,12,7,4,1,21,68.8,2026-Day096
2026,96,1342,68,1205,62,H,0,25,52,2,11,16,23,12,26,9,11,6,6,14,26,55,6,16,4,12,6,17,10,10,4,1,20,63.3125,2026-Day096
2026,96,1344,90,1177,72,H,0,33,56,9,21,15,25,11,28,16,15,6,5,14,30,70,5,23,7,11,12,13,11,10,12,1,21,72.55,2026-Day096
2026,96,1345,68,1332,64,H,0,22,47,5,18,19,25,6,23,15,14,5,0,14,24,54,5,25,11,16,7,20,14,13,12,1,21,67.2375,2026-Day096
2026,96,1346,56,1310,55,H,0,18,60,8,22,12,16,16,19,13,11,8,2,12,20,49,8,25,7,10,9,25,13,12,8,4,15,59.675,2026-Day096
2026,96,1348,82,1350,77,H,0,21,47,6,17,34,42,10,22,12,10,9,4,17,26,57,12,29,13,15,4,20,15,11,7,1,28,69.0375,2026-Day096
2026,96,1352,72,1464,66,A,0,28,60,10,26,6,7,9,23,14,13,5,2,14,27,57,6,23,6,8,6,17,14,10,8,5,12,66.0625,2026-Day096
2026,96,1359,69,1273,49,H,0,24,50,6,19,15,20,4,32,7,9,5,4,16,16,59,4,17,13,17,8,24,7,8,4,1,16,65.7875,2026-Day096
2026,96,1361,88,1102,54,A,0,36,60,6,17,10,14,4,25,18,6,14,7,12,19,48,8,22,8,12,3,18,17,20,5,1,8,69.67500000000001,2026-Day096
2026,96,1364,84,1414,79,H,0,29,57,7,23,19,25,12,24,11,13,7,2,11,31,62,5,14,12,13,6,19,14,10,7,2,20,71.025,2026-Day096
2026,96,1365,96,1450,92,A,0,37,66,9,22,13,16,11,16,14,10,9,2,17,33,61,13,25,13,15,11,19,18,13,8,3,15,71.3625,2026-Day096
2026,96,1367,100,1149,94,H,1,35,76,10,22,20,25,10,18,16,3,12,3,15,34,70,12,37,14,17,17,27,11,17,2,11,18,79.475,2026-Day096
2026,96,1368,55,1223,47,H,0,23,48,5,19,4,7,9,21,16,16,5,2,12,16,49,3,16,12,16,12,17,7,12,9,3,15,57.462500000000006,2026-Day096
2026,96,1369,90,1475,65,H,0,30,56,2,12,28,32,12,26,7,6,6,6,19,22,59,5,19,16,23,11,15,8,8,3,1,21,66.0625,2026-Day096
2026,96,1372,84,1249,74,H,0,29,54,8,16,18,22,5,22,17,8,8,6,13,29,62,6,16,10,12,9,21,14,10,4,1,15,68.075,2026-Day096
2026,96,1374,86,1338,67,A,0,32,56,9,21,13,17,7,24,20,9,9,2,15,22,61,8,33,15,19,10,19,15,12,3,2,15,69.05000000000001,2026-Day096
2026,96,1375,81,1138,69,H,0,28,53,10,21,15,24,4,24,14,10,9,1,9,24,63,17,46,4,6,8,23,17,14,8,3,16,71.125,2026-Day096
2026,96,1377,68,1355,67,A,0,25,60,10,29,8,13,6,29,13,9,4,2,11,26,58,6,14,9,11,3,30,9,10,4,1,16,69.69999999999999,2026-Day096
2026,96,1379,66,1245,65,H,0,21,57,5,18,19,24,13,26,6,10,5,5,13,25,60,7,28,8,18,10,22,9,9,5,4,16,66.475,2026-Day096
2026,96,1380,81,1105,68,H,0,29,60,7,20,16,21,13,23,21,8,5,5,18,21,51,7,14,19,29,8,17,17,8,6,2,16,64.875,2026-Day096
2026,96,1382,70,1200,67,A,0,29,50,7,13,5,7,7,18,17,14,8,6,13,24,55,9,26,10,14,10,13,18,11,11,1,12,61.4875,2026-Day096
2026,96,1387,82,1247,58,H,0,27,53,13,30,15,21,4,28,19,11,6,5,14,21,64,3,17,13,18,12,23,13,13,8,1,19,71.76249999999999,2026-Day096
2026,96,1388,79,1362,54,H,0,32,67,9,20,6,8,10,33,24,5,4,5,14,16,57,7,30,15,16,5,22,12,5,2,4,13,65.19999999999999,2026-Day096
2026,96,1389,70,1373,65,H,0,22,48,4,15,22,36,10,23,7,13,9,2,20,23,54,3,17,16,21,4,17,12,9,9,4,23,68.5375,2026-Day096
2026,96,1390,95,1210,72,H,0,33,61,12,27,17,19,8,27,10,12,10,10,16,28,65,5,15,11,17,9,16,10,12,8,2,18,75.05000000000001,2026-Day096
2026,96,1392,69,1318,55,H,0,24,50,7,23,14,19,4,30,15,13,8,2,15,19,57,6,24,11,17,11,21,10,12,9,3,20,67.05000000000001,2026-Day096
2026,96,1394,83,1311,76,A,0,29,49,6,13,19,23,5,25,17,13,4,2,18,28,56,7,24,13,20,6,18,10,10,11,1,18,68.7125,2026-Day096
2026,96,1395,84,1243,82,H,0,27,59,8,26,22,36,12,23,18,13,7,0,10,33,63,11,26,5,8,7,12,24,12,8,5,23,74.44999999999999,2026-Day096
2026,96,1396,81,1187,73,A,0,29,67,7,25,16,20,11,22,16,3,3,2,19,25,53,3,12,20,27,7,20,8,6,3,6,20,66.6625,2026-Day096
2026,96,1398,83,1442,56,H,0,34,66,4,19,11,12,10,28,15,8,4,2,18,18,54,4,20,16,22,10,18,7,11,4,1,14,67.575,2026-Day096
2026,96,1400,79,1279,68,H,0,27,51,5,16,20,23,7,25,12,9,5,1,16,24,58,7,24,13,17,7,18,11,7,9,4,20,65.0,2026-Day096
2026,96,1402,77,1444,61,H,0,30,56,8,18,9,10,5,23,14,8,7,10,8,24,60,8,22,5,6,8,17,9,10,6,3,10,64.3,2026-Day096
2026,96,1407,79,1103,69,H,0,25,58,14,27,15,17,9,23,18,5,6,1,12,26,59,8,30,9,13,8,23,17,7,4,2,13,63.125,2026-Day096
